datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,M01AB_stock,M01AB_stock_status,M01AE_stock,M01AE_stock_status,N02BA_stock,N02BA_stock_status,N02BE_stock,N02BE_stock_status,N05B_stock,N05B_stock_status,N05C_stock,N05C_stock_status,R03_stock,R03_stock_status,R06_stock,R06_stock_status,Day
2014-05-23,5,2,3,17,8,2,10,7,2014,5,Friday,74,Low Stock,361,High Stock,223,High Stock,240,High Stock,361,High Stock,330,High Stock,241,High Stock,167,Medium Stock,23
2014-05-24,3,4,5,28,11,1,0,9,2014,5,Saturday,377,High Stock,356,High Stock,218,High Stock,212,High Stock,350,High Stock,329,High Stock,241,High Stock,158,Medium Stock,24
2014-05-25,2,3,1,7,8,0,5,1,2014,5,Sunday,375,High Stock,353,High Stock,217,High Stock,205,High Stock,342,High Stock,329,High Stock,236,High Stock,157,Medium Stock,25
2014-05-26,2,3,7,18,7,1,0,5,2014,5,Monday,372,High Stock,350,High Stock,209,High Stock,187,Medium Stock,335,High Stock,328,High Stock,236,High Stock,152,Medium Stock,26
2014-05-27,0,2,5,28,12,1,1,6,2014,5,Tuesday,372,High Stock,348,High Stock,204,High Stock,159,Medium Stock,323,High Stock,327,High Stock,235,High Stock,146,Medium Stock,27
2014-05-28,1,5,1,10,9,0,2,5,2014,5,Wednesday,371,High Stock,343,High Stock,203,High Stock,149,Medium Stock,314,High Stock,327,High Stock,233,High Stock,141,Medium Stock,28
2014-05-29,4,5,6,27,13,0,0,2,2014,5,Thursday,367,High Stock,337,High Stock,197,Medium Stock,122,Medium Stock,301,High Stock,327,High Stock,233,High Stock,139,Medium Stock,29
2014-05-30,3,2,2,21,14,0,0,5,2014,5,Friday,364,High Stock,335,High Stock,195,Medium Stock,100,Medium Stock,287,High Stock,327,High Stock,233,High Stock,134,Medium Stock,30
2014-05-31,5,3,2,28,10,0,15,2,2014,5,Saturday,358,High Stock,332,High Stock,193,Medium Stock,72,Low Stock,277,High Stock,327,High Stock,218,High Stock,132,Medium Stock,31
2014-06-01,1,0,1,10,4,1,1,3,2014,6,Sunday,357,High Stock,331,High Stock,192,Medium Stock,62,Low Stock,273,High Stock,326,High Stock,217,High Stock,129,Medium Stock,1
2014-06-02,4,4,10,23,16,3,0,3,2014,6,Monday,353,High Stock,327,High Stock,182,Medium Stock,39,Low Stock,257,High Stock,323,High Stock,217,High Stock,126,Medium Stock,2
2014-06-03,3,2,2,24,7,2,5,3,2014,6,Tuesday,350,High Stock,325,High Stock,179,Medium Stock,346,High Stock,250,High Stock,321,High Stock,212,High Stock,123,Medium Stock,3
2014-06-04,1,4,3,24,6,0,1,2,2014,6,Wednesday,349,High Stock,320,High Stock,176,Medium Stock,322,High Stock,244,High Stock,321,High Stock,211,High Stock,121,Medium Stock,4
2014-06-05,0,4,4,22,4,0,0,5,2014,6,Thursday,349,High Stock,316,High Stock,171,Medium Stock,299,High Stock,240,High Stock,321,High Stock,211,High Stock,116,Medium Stock,5
2014-06-06,5,1,3,16,15,2,1,5,2014,6,Friday,344,High Stock,314,High Stock,168,Medium Stock,283,High Stock,225,High Stock,319,High Stock,210,High Stock,111,Medium Stock,6
2014-06-07,9,3,7,33,8,1,6,7,2014,6,Saturday,335,High Stock,310,High Stock,161,Medium Stock,250,High Stock,217,High Stock,318,High Stock,204,High Stock,104,Medium Stock,7
2014-06-08,1,2,3,11,8,0,6,2,2014,6,Sunday,334,High Stock,308,High Stock,158,Medium Stock,239,High Stock,209,High Stock,318,High Stock,198,Medium Stock,102,Medium Stock,8
2014-06-09,6,1,5,18,17,4,0,11,2014,6,Monday,327,High Stock,307,High Stock,153,Medium Stock,221,High Stock,192,Medium Stock,314,High Stock,198,Medium Stock,91,Medium Stock,9
2014-06-10,8,2,4,23,16,2,2,6,2014,6,Tuesday,319,High Stock,304,High Stock,148,Medium Stock,198,Medium Stock,176,Medium Stock,312,High Stock,196,Medium Stock,84,Medium Stock,10
2014-06-11,4,0,2,12,16,2,12,9,2014,6,Wednesday,314,High Stock,304,High Stock,146,Medium Stock,185,Medium Stock,160,Medium Stock,310,High Stock,184,Medium Stock,75,Low Stock,11
2014-06-12,4,3,1,15,12,0,2,3,2014,6,Thursday,310,High Stock,301,High Stock,145,Medium Stock,169,Medium Stock,148,Medium Stock,310,High Stock,182,Medium Stock,308,High Stock,12
2014-06-13,1,2,5,10,11,0,3,1,2014,6,Friday,309,High Stock,298,High Stock,140,Medium Stock,159,Medium Stock,137,Medium Stock,310,High Stock,179,Medium Stock,307,High Stock,13
2014-06-14,4,5,6,8,10,0,1,3,2014,6,Saturday,305,High Stock,293,High Stock,134,Medium Stock,151,Medium Stock,127,Medium Stock,310,High Stock,178,Medium Stock,304,High Stock,14
2014-06-15,0,2,0,8,5,0,0,3,2014,6,Sunday,305,High Stock,291,High Stock,134,Medium Stock,143,Medium Stock,122,Medium Stock,310,High Stock,178,Medium Stock,301,High Stock,15
2014-06-16,4,4,7,12,11,0,5,5,2014,6,Monday,300,High Stock,287,High Stock,127,Medium Stock,131,Medium Stock,111,Medium Stock,310,High Stock,173,Medium Stock,296,High Stock,16
2014-06-17,5,2,4,14,12,2,0,3,2014,6,Tuesday,295,High Stock,284,High Stock,123,Medium Stock,117,Medium Stock,99,Medium Stock,308,High Stock,173,Medium Stock,293,High Stock,17
2014-06-18,2,2,4,18,6,0,1,3,2014,6,Wednesday,293,High Stock,282,High Stock,118,Medium Stock,99,Medium Stock,93,Medium Stock,308,High Stock,172,Medium Stock,290,High Stock,18
2014-06-19,3,3,1,14,8,0,0,1,2014,6,Thursday,290,High Stock,279,High Stock,117,Medium Stock,85,Medium Stock,85,Medium Stock,308,High Stock,172,Medium Stock,289,High Stock,19
2014-06-20,7,2,3,14,9,0,3,6,2014,6,Friday,283,High Stock,277,High Stock,114,Medium Stock,71,Low Stock,280,High Stock,308,High Stock,169,Medium Stock,283,High Stock,20
2014-06-21,6,5,2,16,12,3,0,3,2014,6,Saturday,277,High Stock,271,High Stock,112,Medium Stock,55,Low Stock,268,High Stock,305,High Stock,169,Medium Stock,280,High Stock,21
2014-06-22,4,1,4,18,8,0,2,3,2014,6,Sunday,273,High Stock,270,High Stock,108,Medium Stock,37,Low Stock,260,High Stock,305,High Stock,167,Medium Stock,277,High Stock,22
2014-06-23,2,7,3,25,12,0,2,3,2014,6,Monday,271,High Stock,262,High Stock,105,Medium Stock,353,High Stock,248,High Stock,305,High Stock,165,Medium Stock,274,High Stock,23
2014-06-24,3,5,4,16,23,0,2,4,2014,6,Tuesday,268,High Stock,257,High Stock,101,Medium Stock,337,High Stock,225,High Stock,305,High Stock,163,Medium Stock,270,High Stock,24
2014-06-25,8,5,7,33,19,0,0,1,2014,6,Wednesday,260,High Stock,252,High Stock,94,Medium Stock,303,High Stock,206,High Stock,305,High Stock,163,Medium Stock,269,High Stock,25
2014-06-26,3,2,11,19,14,0,0,1,2014,6,Thursday,257,High Stock,250,High Stock,83,Medium Stock,284,High Stock,192,Medium Stock,305,High Stock,163,Medium Stock,268,High Stock,26
2014-06-27,4,1,6,32,13,0,1,3,2014,6,Friday,252,High Stock,249,High Stock,321,High Stock,252,High Stock,179,Medium Stock,305,High Stock,162,Medium Stock,265,High Stock,27
2014-06-28,0,5,5,20,14,1,1,5,2014,6,Saturday,252,High Stock,244,High Stock,316,High Stock,232,High Stock,165,Medium Stock,304,High Stock,161,Medium Stock,260,High Stock,28
2014-06-29,0,1,1,10,1,0,0,1,2014,6,Sunday,252,High Stock,243,High Stock,315,High Stock,222,High Stock,164,Medium Stock,304,High Stock,161,Medium Stock,259,High Stock,29
2014-06-30,6,5,1,25,6,0,0,0,2014,6,Monday,246,High Stock,237,High Stock,314,High Stock,197,Medium Stock,158,Medium Stock,304,High Stock,161,Medium Stock,259,High Stock,30
2014-07-01,4,2,2,19,10,0,0,2,2014,7,Tuesday,242,High Stock,235,High Stock,312,High Stock,178,Medium Stock,148,Medium Stock,304,High Stock,161,Medium Stock,257,High Stock,1
2014-07-02,3,0,4,21,7,0,6,3,2014,7,Wednesday,239,High Stock,235,High Stock,308,High Stock,156,Medium Stock,141,Medium Stock,304,High Stock,155,Medium Stock,254,High Stock,2
2014-07-03,2,5,7,12,7,2,0,2,2014,7,Thursday,236,High Stock,229,High Stock,301,High Stock,144,Medium Stock,134,Medium Stock,302,High Stock,155,Medium Stock,252,High Stock,3
2014-07-04,4,4,7,10,14,0,2,3,2014,7,Friday,232,High Stock,224,High Stock,294,High Stock,133,Medium Stock,120,Medium Stock,302,High Stock,153,Medium Stock,249,High Stock,4
2014-07-05,3,4,6,37,11,1,0,0,2014,7,Saturday,229,High Stock,220,High Stock,288,High Stock,96,Medium Stock,109,Medium Stock,301,High Stock,153,Medium Stock,249,High Stock,5
2014-07-06,4,2,3,10,9,0,0,0,2014,7,Sunday,225,High Stock,218,High Stock,285,High Stock,86,Medium Stock,100,Medium Stock,301,High Stock,153,Medium Stock,249,High Stock,6
2014-07-07,2,3,4,13,11,0,0,4,2014,7,Monday,223,High Stock,215,High Stock,281,High Stock,73,Low Stock,89,Medium Stock,301,High Stock,153,Medium Stock,245,High Stock,7
2014-07-08,6,2,3,14,3,0,5,1,2014,7,Tuesday,216,High Stock,212,High Stock,278,High Stock,59,Low Stock,388,High Stock,301,High Stock,148,Medium Stock,244,High Stock,8
2014-07-09,3,6,5,13,6,4,0,2,2014,7,Wednesday,213,High Stock,206,High Stock,273,High Stock,46,Low Stock,382,High Stock,297,High Stock,148,Medium Stock,242,High Stock,9
2014-07-10,2,4,8,21,32,0,5,4,2014,7,Thursday,211,High Stock,201,High Stock,265,High Stock,253,High Stock,350,High Stock,297,High Stock,143,Medium Stock,238,High Stock,10
2014-07-11,2,1,3,16,17,0,5,1,2014,7,Friday,209,High Stock,200,High Stock,261,High Stock,236,High Stock,333,High Stock,297,High Stock,138,Medium Stock,237,High Stock,11
2014-07-12,8,2,10,28,12,3,12,4,2014,7,Saturday,201,High Stock,197,Medium Stock,251,High Stock,208,High Stock,321,High Stock,294,High Stock,126,Medium Stock,233,High Stock,12
2014-07-13,2,1,1,17,2,0,0,0,2014,7,Sunday,199,Medium Stock,196,Medium Stock,250,High Stock,191,Medium Stock,319,High Stock,294,High Stock,126,Medium Stock,233,High Stock,13
2014-07-14,5,3,3,11,19,1,2,2,2014,7,Monday,194,Medium Stock,192,Medium Stock,247,High Stock,179,Medium Stock,300,High Stock,293,High Stock,124,Medium Stock,231,High Stock,14
2014-07-15,3,1,1,15,18,0,0,1,2014,7,Tuesday,190,Medium Stock,191,Medium Stock,246,High Stock,164,Medium Stock,282,High Stock,293,High Stock,124,Medium Stock,230,High Stock,15
2014-07-16,4,3,3,13,12,1,4,0,2014,7,Wednesday,186,Medium Stock,187,Medium Stock,243,High Stock,151,Medium Stock,270,High Stock,292,High Stock,120,Medium Stock,230,High Stock,16
2014-07-17,2,3,5,25,14,1,0,1,2014,7,Thursday,184,Medium Stock,184,Medium Stock,238,High Stock,126,Medium Stock,256,High Stock,291,High Stock,120,Medium Stock,229,High Stock,17
2014-07-18,9,2,1,14,6,3,0,4,2014,7,Friday,175,Medium Stock,182,Medium Stock,236,High Stock,112,Medium Stock,250,High Stock,288,High Stock,120,Medium Stock,225,High Stock,18
2014-07-19,7,7,6,8,10,0,6,6,2014,7,Saturday,168,Medium Stock,175,Medium Stock,230,High Stock,103,Medium Stock,240,High Stock,288,High Stock,114,Medium Stock,219,High Stock,19
2014-07-20,3,0,1,8,5,0,0,0,2014,7,Sunday,165,Medium Stock,175,Medium Stock,229,High Stock,95,Medium Stock,235,High Stock,288,High Stock,114,Medium Stock,218,High Stock,20
2014-07-21,3,4,8,20,13,1,0,2,2014,7,Monday,162,Medium Stock,170,Medium Stock,221,High Stock,75,Low Stock,222,High Stock,287,High Stock,114,Medium Stock,216,High Stock,21
2014-07-22,5,5,3,9,7,0,1,2,2014,7,Tuesday,157,Medium Stock,164,Medium Stock,218,High Stock,66,Low Stock,215,High Stock,287,High Stock,113,Medium Stock,214,High Stock,22
2014-07-23,2,6,2,8,19,0,0,3,2014,7,Wednesday,154,Medium Stock,158,Medium Stock,216,High Stock,58,Low Stock,196,Medium Stock,287,High Stock,113,Medium Stock,211,High Stock,23
2014-07-24,5,2,4,23,5,0,0,2,2014,7,Thursday,149,Medium Stock,156,Medium Stock,212,High Stock,35,Low Stock,191,Medium Stock,287,High Stock,113,Medium Stock,209,High Stock,24
2014-07-25,5,2,7,10,15,1,1,2,2014,7,Friday,144,Medium Stock,154,Medium Stock,205,High Stock,260,High Stock,176,Medium Stock,286,High Stock,112,Medium Stock,207,High Stock,25
2014-07-26,4,6,6,36,13,0,0,4,2014,7,Saturday,140,Medium Stock,147,Medium Stock,198,Medium Stock,224,High Stock,163,Medium Stock,286,High Stock,112,Medium Stock,203,High Stock,26
2014-07-27,3,1,2,10,5,0,6,1,2014,7,Sunday,137,Medium Stock,146,Medium Stock,196,Medium Stock,214,High Stock,158,Medium Stock,286,High Stock,106,Medium Stock,202,High Stock,27
2014-07-28,2,1,2,9,9,0,0,2,2014,7,Monday,135,Medium Stock,145,Medium Stock,194,Medium Stock,205,High Stock,149,Medium Stock,286,High Stock,106,Medium Stock,200,High Stock,28
2014-07-29,2,0,1,13,15,3,0,5,2014,7,Tuesday,133,Medium Stock,144,Medium Stock,193,Medium Stock,192,Medium Stock,134,Medium Stock,283,High Stock,106,Medium Stock,195,Medium Stock,29
2014-07-30,0,1,5,13,14,0,6,4,2014,7,Wednesday,132,Medium Stock,143,Medium Stock,188,Medium Stock,178,Medium Stock,120,Medium Stock,283,High Stock,100,Medium Stock,191,Medium Stock,30
2014-07-31,3,0,4,10,8,0,0,1,2014,7,Thursday,129,Medium Stock,142,Medium Stock,184,Medium Stock,168,Medium Stock,112,Medium Stock,283,High Stock,100,Medium Stock,190,Medium Stock,31
2014-08-01,2,1,2,14,17,1,0,1,2014,8,Friday,127,Medium Stock,141,Medium Stock,182,Medium Stock,154,Medium Stock,95,Medium Stock,282,High Stock,100,Medium Stock,189,Medium Stock,1
2014-08-02,5,2,6,29,12,0,5,3,2014,8,Saturday,122,Medium Stock,139,Medium Stock,176,Medium Stock,125,Medium Stock,83,Medium Stock,282,High Stock,95,Medium Stock,186,Medium Stock,2
2014-08-03,5,1,3,6,5,5,0,0,2014,8,Sunday,117,Medium Stock,138,Medium Stock,173,Medium Stock,119,Medium Stock,283,High Stock,277,High Stock,95,Medium Stock,186,Medium Stock,3
2014-08-04,4,5,6,21,14,0,0,4,2014,8,Monday,113,Medium Stock,133,Medium Stock,167,Medium Stock,97,Medium Stock,269,High Stock,277,High Stock,95,Medium Stock,182,Medium Stock,4
2014-08-05,2,1,3,17,9,0,0,0,2014,8,Tuesday,111,Medium Stock,132,Medium Stock,164,Medium Stock,80,Medium Stock,260,High Stock,277,High Stock,95,Medium Stock,182,Medium Stock,5
2014-08-06,6,5,1,17,7,1,1,1,2014,8,Wednesday,105,Medium Stock,127,Medium Stock,163,Medium Stock,63,Low Stock,253,High Stock,276,High Stock,94,Medium Stock,181,Medium Stock,6
2014-08-07,3,2,3,33,13,1,0,2,2014,8,Thursday,102,Medium Stock,124,Medium Stock,160,Medium Stock,30,Low Stock,240,High Stock,275,High Stock,94,Medium Stock,179,Medium Stock,7
2014-08-08,5,4,5,13,12,3,2,2,2014,8,Friday,97,Medium Stock,120,Medium Stock,155,Medium Stock,229,High Stock,228,High Stock,272,High Stock,92,Medium Stock,177,Medium Stock,8
2014-08-09,4,1,6,19,24,3,0,5,2014,8,Saturday,93,Medium Stock,119,Medium Stock,149,Medium Stock,210,High Stock,204,High Stock,269,High Stock,92,Medium Stock,171,Medium Stock,9
2014-08-10,4,0,4,3,4,0,0,2,2014,8,Sunday,89,Medium Stock,119,Medium Stock,145,Medium Stock,207,High Stock,200,High Stock,269,High Stock,92,Medium Stock,169,Medium Stock,10
2014-08-11,8,5,9,20,18,0,0,2,2014,8,Monday,81,Medium Stock,113,Medium Stock,136,Medium Stock,187,Medium Stock,182,Medium Stock,269,High Stock,92,Medium Stock,167,Medium Stock,11
2014-08-12,0,1,4,10,8,1,0,4,2014,8,Tuesday,81,Medium Stock,112,Medium Stock,131,Medium Stock,177,Medium Stock,174,Medium Stock,268,High Stock,92,Medium Stock,162,Medium Stock,12
2014-08-13,1,3,1,20,11,0,0,7,2014,8,Wednesday,79,Low Stock,108,Medium Stock,130,Medium Stock,157,Medium Stock,163,Medium Stock,268,High Stock,92,Medium Stock,155,Medium Stock,13
2014-08-14,4,2,6,14,13,0,0,6,2014,8,Thursday,75,Low Stock,106,Medium Stock,124,Medium Stock,143,Medium Stock,150,Medium Stock,268,High Stock,92,Medium Stock,149,Medium Stock,14
2014-08-15,4,4,7,13,15,2,3,2,2014,8,Friday,342,High Stock,102,Medium Stock,117,Medium Stock,129,Medium Stock,135,Medium Stock,266,High Stock,89,Medium Stock,147,Medium Stock,15
2014-08-16,8,2,5,19,27,2,0,1,2014,8,Saturday,334,High Stock,100,Medium Stock,112,Medium Stock,110,Medium Stock,108,Medium Stock,264,High Stock,89,Medium Stock,146,Medium Stock,16
2014-08-17,0,0,2,6,7,0,0,1,2014,8,Sunday,334,High Stock,99,Medium Stock,110,Medium Stock,104,Medium Stock,101,Medium Stock,264,High Stock,89,Medium Stock,145,Medium Stock,17
2014-08-18,4,6,3,16,21,3,10,2,2014,8,Monday,329,High Stock,93,Medium Stock,107,Medium Stock,87,Medium Stock,80,Medium Stock,261,High Stock,79,Low Stock,143,Medium Stock,18
2014-08-19,11,6,5,16,13,1,3,1,2014,8,Tuesday,318,High Stock,339,High Stock,102,Medium Stock,71,Low Stock,375,High Stock,260,High Stock,76,Low Stock,142,Medium Stock,19
2014-08-20,5,5,1,9,10,2,0,1,2014,8,Wednesday,313,High Stock,333,High Stock,101,Medium Stock,62,Low Stock,365,High Stock,258,High Stock,76,Low Stock,141,Medium Stock,20
2014-08-21,3,1,2,18,16,1,0,2,2014,8,Thursday,310,High Stock,332,High Stock,99,Medium Stock,44,Low Stock,349,High Stock,257,High Stock,76,Low Stock,139,Medium Stock,21
2014-08-22,6,1,5,19,15,0,0,1,2014,8,Friday,303,High Stock,331,High Stock,94,Medium Stock,295,High Stock,334,High Stock,257,High Stock,76,Low Stock,138,Medium Stock,22
2014-08-23,3,3,1,25,5,0,0,4,2014,8,Saturday,300,High Stock,328,High Stock,357,High Stock,270,High Stock,329,High Stock,257,High Stock,76,Low Stock,134,Medium Stock,23
2014-08-24,3,2,3,7,12,0,1,0,2014,8,Sunday,297,High Stock,326,High Stock,354,High Stock,263,High Stock,317,High Stock,257,High Stock,75,Low Stock,134,Medium Stock,24
2014-08-25,4,3,3,21,21,0,0,0,2014,8,Monday,293,High Stock,323,High Stock,351,High Stock,241,High Stock,296,High Stock,257,High Stock,75,Low Stock,134,Medium Stock,25
2014-08-26,2,5,3,31,14,1,1,3,2014,8,Tuesday,291,High Stock,317,High Stock,348,High Stock,210,High Stock,282,High Stock,256,High Stock,74,Low Stock,131,Medium Stock,26
2014-08-27,3,8,4,21,14,0,0,3,2014,8,Wednesday,288,High Stock,309,High Stock,344,High Stock,189,Medium Stock,268,High Stock,256,High Stock,74,Low Stock,128,Medium Stock,27
2014-08-28,2,5,6,32,19,0,4,0,2014,8,Thursday,285,High Stock,304,High Stock,338,High Stock,157,Medium Stock,249,High Stock,256,High Stock,70,Low Stock,128,Medium Stock,28
2014-08-29,6,3,5,26,18,1,0,3,2014,8,Friday,279,High Stock,300,High Stock,333,High Stock,131,Medium Stock,231,High Stock,255,High Stock,70,Low Stock,125,Medium Stock,29
2014-08-30,3,3,7,13,13,1,0,4,2014,8,Saturday,275,High Stock,297,High Stock,326,High Stock,118,Medium Stock,218,High Stock,254,High Stock,70,Low Stock,121,Medium Stock,30
2014-08-31,0,2,1,15,13,0,7,2,2014,8,Sunday,275,High Stock,295,High Stock,325,High Stock,103,Medium Stock,205,High Stock,254,High Stock,63,Low Stock,119,Medium Stock,31
2014-09-01,3,1,1,15,15,0,0,5,2014,9,Monday,272,High Stock,293,High Stock,324,High Stock,87,Medium Stock,190,Medium Stock,254,High Stock,63,Low Stock,114,Medium Stock,1
2014-09-02,2,4,5,20,7,0,2,3,2014,9,Tuesday,270,High Stock,288,High Stock,318,High Stock,67,Low Stock,183,Medium Stock,254,High Stock,61,Low Stock,111,Medium Stock,2
2014-09-03,7,6,4,22,12,0,2,3,2014,9,Wednesday,263,High Stock,282,High Stock,314,High Stock,45,Low Stock,171,Medium Stock,254,High Stock,59,Low Stock,108,Medium Stock,3
2014-09-04,5,5,3,17,21,1,0,1,2014,9,Thursday,257,High Stock,276,High Stock,311,High Stock,312,High Stock,150,Medium Stock,253,High Stock,59,Low Stock,107,Medium Stock,4
2014-09-05,4,0,3,15,15,2,0,2,2014,9,Friday,253,High Stock,276,High Stock,308,High Stock,297,High Stock,135,Medium Stock,251,High Stock,59,Low Stock,105,Medium Stock,5
2014-09-06,5,5,2,15,30,2,5,3,2014,9,Saturday,248,High Stock,271,High Stock,306,High Stock,281,High Stock,105,Medium Stock,249,High Stock,54,Low Stock,102,Medium Stock,6
2014-09-07,2,5,5,7,9,0,0,1,2014,9,Sunday,246,High Stock,265,High Stock,301,High Stock,274,High Stock,96,Medium Stock,249,High Stock,277,High Stock,101,Medium Stock,7
2014-09-08,1,5,3,20,15,0,1,4,2014,9,Monday,245,High Stock,260,High Stock,297,High Stock,253,High Stock,81,Medium Stock,249,High Stock,276,High Stock,97,Medium Stock,8
2014-09-09,6,2,4,29,17,0,2,1,2014,9,Tuesday,238,High Stock,257,High Stock,293,High Stock,224,High Stock,379,High Stock,249,High Stock,274,High Stock,95,Medium Stock,9
2014-09-10,4,3,3,37,12,0,0,1,2014,9,Wednesday,234,High Stock,254,High Stock,290,High Stock,186,Medium Stock,367,High Stock,249,High Stock,274,High Stock,94,Medium Stock,10
2014-09-11,0,1,4,32,15,0,10,0,2014,9,Thursday,234,High Stock,253,High Stock,286,High Stock,154,Medium Stock,352,High Stock,249,High Stock,264,High Stock,94,Medium Stock,11
2014-09-12,2,2,1,20,19,0,8,1,2014,9,Friday,231,High Stock,250,High Stock,285,High Stock,134,Medium Stock,333,High Stock,249,High Stock,256,High Stock,93,Medium Stock,12
2014-09-13,3,5,4,56,20,0,1,3,2014,9,Saturday,228,High Stock,245,High Stock,281,High Stock,77,Low Stock,313,High Stock,249,High Stock,255,High Stock,90,Medium Stock,13
2014-09-14,1,2,2,19,6,0,6,0,2014,9,Sunday,227,High Stock,243,High Stock,279,High Stock,57,Low Stock,307,High Stock,249,High Stock,249,High Stock,90,Medium Stock,14
2014-09-15,1,3,5,28,9,0,1,0,2014,9,Monday,226,High Stock,240,High Stock,273,High Stock,29,Low Stock,298,High Stock,249,High Stock,248,High Stock,90,Medium Stock,15
2014-09-16,4,2,0,59,13,0,0,0,2014,9,Tuesday,222,High Stock,237,High Stock,273,High Stock,197,Medium Stock,285,High Stock,249,High Stock,248,High Stock,90,Medium Stock,16
2014-09-17,2,6,4,39,11,2,19,4,2014,9,Wednesday,219,High Stock,231,High Stock,269,High Stock,157,Medium Stock,274,High Stock,247,High Stock,229,High Stock,86,Medium Stock,17
2014-09-18,3,2,1,44,7,0,0,1,2014,9,Thursday,216,High Stock,229,High Stock,268,High Stock,113,Medium Stock,267,High Stock,247,High Stock,229,High Stock,85,Medium Stock,18
2014-09-19,2,4,7,23,8,0,22,0,2014,9,Friday,214,High Stock,225,High Stock,260,High Stock,90,Medium Stock,259,High Stock,247,High Stock,207,High Stock,85,Medium Stock,19
2014-09-20,4,1,4,20,14,1,2,0,2014,9,Saturday,210,High Stock,223,High Stock,256,High Stock,70,Low Stock,245,High Stock,246,High Stock,205,High Stock,85,Medium Stock,20
